Sentence;Word;Tag
629;untuk;
629;dipadamkan;
629;karena;
629;material;
629;organik;
629;yang;
629;berada;
629;di;
629;dalam;
629;gambut;
629;menyebabkan;
629;api;
629;menjadi;
629;lebih;
629;besar;
629;dan;
629;menghasilkan;
629;banyak;
629;kabut;
629;asap.;
630;Terbakarnya;
630;lahan;
630;gambut;
630;ini;
630;juga;
630;menimbulkan;
630;problematika;
630;iklim;
630;jangka;
630;panjang,;
630;karena;
630;satu;
630;hektar;
630;lahan;
630;gambut;
630;yang;
630;terbakar;
630;sama;
630;seperti;
630;mengemisikan;
630;55;B-qty
630;metrik;I-qty
630;ton;I-qty
630;karbon;I-qty
630;dioksida;I-qty
630;per;
630;tahun!;
631;Kalimantan;B-geo
631;Tengah;I-geo
631;menjadi;
631;salah;
631;satu;
631;area;
631;yang;
631;paling;
631;banyak;
631;mengalami;
631;kebakaran;
631;hutan,;
631;mengingat;
631;area;
631;ini;
631;didominasi;
631;oleh;
631;lahan;
631;gambut.;
632;"
Aktivitas";
632;pembukaan;
632;lahan;
632;dengan;
632;membakar;
632;lahan;
632;untuk;
632;kebutuhan;
632;perkebunan,;
632;terutama;
632;kelapa;
632;sawit,;
632;tetap;
632;merajalela;
632;pada;
632;tahun;
632;ini;
632;sehingga;
632;tidak;
632;mampu;
632;menahan;
632;kebakaran;
632;hutan;
632;untuk;
632;tidak;
632;terjadi;
632;di;
632;Indonesia.;B-geo
633;Perubahan;
633;indeks;
633;vegetasi;
633;wilayah;
633;Kalimantan;B-geo
633;Tengah;I-geo
633;pada;
633;tahun;B-tim
633;2019;I-tim
633;terlihat;
633;lebih;
633;signifikan;
633;dibandingkan;
633;pada;
633;tahun-tahun;
633;sebelumnya.;
634;Karena;
634;pada;
634;tahun;B-tim
634;2019,;I-tim
634;Provinsi;
634;Kalimantan;B-geo
634;Tengah;I-geo
634;merupakan;
634;provinsi;
634;dengan;
634;area;
634;kebakaran;
634;terluas;
634;di;
634;Indonesia.;B-geo
635;Perubahan;
635;ini;
635;terlihat;
635;jelas;
635;pada;
635;perbedaan;
635;indeks;
635;vegetasi;
635;yang;
635;ditunjukkan;
635;pada;
635;Gambar;
635;4.;
636;"
Mayoritas";
636;area;
636;yang;
636;terbakar,;
636;sebanyak;B-qty
636;70%;I-qty
636;nya;
636;berasal;
636;dari;
636;lahan;
636;gambut;
636;yang;
636;telah;
636;terdegradasi.;
637;Akibatnya,;
637;708;B-qty
637;juta;I-qty
637;ton;I-qty
637;gas;I-qty
637;rumah;I-qty
637;kaca;I-qty
637;yang;
637;didominasi;
637;oleh;
637;karbon;
637;dioksida;
637;dirilis;
637;ke;
637;atmosfer.;
638;Banyaknya;
638;kandungan;
638;gas;
638;rumah;
638;kaca;
638;di;
638;atmosfer;
638;menjadi;
638;salah;
638;satu;
638;pemicu;
638;terjadinya;
638;pemanasan;
638;global;
638;yang;
638;berakhir;
638;pada;
638;peristiwa;
638;perubahan;
638;iklim.;
639;Perubahan;
639;iklim;
639;ini;
639;nantinya;
639;tidak;
639;hanya;
639;akan;
639;mempengaruhi;
639;siklus;
639;cuaca;
639;di;
639;bumi,;
639;namun;
639;juga;
639;dapat;
639;mengubah;
639;ekosistem;
639;lingkungan;
639;tempat;
639;beberapa;
639;spesies;
639;hewan;
639;dan;
639;tanaman;
639;yang;
639;mulai;
639;langka;
639;berhabitat.;
640;"
Dari";
640;pemaparan;
640;mengenai;
640;kasus;
640;kebakaran;
640;hutan;
640;terbesar;
640;yang;
640;pernah;
640;terjadi;
640;di;
640;Indonesia,;
640;dapat;
640;terlihat;
640;bahwa;
640;mayoritas;
640;kebakaran;
640;hutan;
640;di;
640;negara;
640;ini;
640;disebabkan;
640;oleh;
640;faktor;
640;antropogenik;
640;atau;
640;adanya;
640;campur;
640;tangan;
640;manusia.;
641;Namun,;
641;tak;
641;bisa;
641;dipungkiri;
641;bahwa;
641;fenomena;
641;El;
641;Nino;
641;juga;
641;turut;
641;serta;
641;memperparah;
641;kondisi;
641;kebakaran;
641;hutan;
641;yang;
641;terjadi.;
642;Selain;
642;itu,;
642;kondisi;
642;tanah;
642;yang;
642;didominasi;
642;oleh;
642;lahan;
642;gambut;
642;juga;
642;menyebabkan;
642;hutan;
642;dan;
642;lahan;
642;menjadi;
642;lebih;
642;rentan;
642;terkena;
642;kebakaran;
642;di;
642;berbagai;
642;wilayah;
642;di;
642;Indonesia.;B-geo
643;Adanya;
643;kebijakan;
643;yang;
643;bijaksana;
643;mengenai;
643;pengelolaan;
643;hutan;
643;dan;
643;lahan;
643;gambut;
643;dipandang;
643;dapat;
643;membantu;
643;mengatasi;
643;masalah;
643;kebakaran;
643;hutan;
643;yang;
643;sering;
643;terjadi;
643;di;
643;negara;
643;ini.;
644;"
Gambar";
644;4.;
645;Perbandingan;
645;Indeks;
645;Vegetasi;
645;pra;
645;dan;
645;pasca;
645;kebakaran;
645;di;
645;Wilayah;
645;Kalimantan;
645;Tengah;
645;tahun;
645;"2019

Referensi:

Phillips,";
645;Carly.;
646;2021.;
647;How;
647;Wildfires;
647;Affect;
647;Climate;
647;Change;
647;and;
647;Vice;
647;Versa.;
648;The;
648;Conversation.;
649;Diakses;
649;pada;
649;25;
649;Juli;
649;2021.;
650;"<https://theconversation.com/how-wildfires-affect-climate-change-and-vice-versa-158688>

Kontributor:";
650;Erina;B-per
650;Prastyani;I-per
650;&;
650;Adillah;B-per
650;Alfatinah;I-per
651;KAGAMA.CO,;
651;BULAKSUMUR;
651;–;
651;Beberapa;
651;waktu;
651;lalu;
651;kabut;
651;asap;
651;kian;
651;merata;
651;akibat;
651;kebakaran;
651;hutan;
651;dan;
651;lahan;
651;(karhutla);
651;yang;
651;meluas;
651;di;
651;beberapa;
651;daerah.;
652;"
Masyarakat";
652;di;
652;lokasi;
652;kejadian;
652;alami;
652;gangguan;
652;kesehatan,;
652;bahkan;
652;hingga;
652;meregang;
652;nyawa.;
653;"
Fiqri";B-per
653;Ardiansyah,;I-per
653;S.Hut.,;
653;M.Si,;
653;dosen;
653;Fakultas;B-org
653;Kehutanan;I-org
653;UGM;I-org
653;membabar;
653;kondisi;
653;pengelolaan;
653;hutan;
653;dan;
653;lahan;
653;di;
653;Indonesia;B-geo
653;dewasa;
653;ini.;
654;"
Menurutnya,";
654;salah;
654;satu;
654;kendala;
654;pengelolaan;
654;hutan;
654;ada;
654;pada;
654;penentuan;
654;batas;
654;kawasan;
654;sesuai;
654;dengan;
654;fungsi;
654;peruntukannya.;
655;"
Kendala";
655;lain;
655;yaitu;
655;mensosialisasikan;
655;kepada;
655;masyarakat;
655;tentang;
655;bagaimana;
655;mengelola;
655;hutan;
655;dan;
655;melibatkan;
655;masyarakat;
655;sebagai;
655;bagian;
655;dari;
655;pengelolaan.;
656;"
Baca";
656;juga:;
656;Perjalanan;
656;Mengharu;
656;Biru;
656;Widyanto;
656;Sampai;
656;Menjadi;
656;Dosen;
656;Kehutanan;
656;"UGM

“Karena";
656;pengelolaan;
656;hutan;
656;itu;
656;juga;
656;tidak;
656;bisa;
656;dilakukan;
656;sendiri.;
657;Hutan;
657;bersinggungan;
657;dengan;
657;masyarakat.;
658;Manusia;
658;mengelola;
658;hutan;
658;manusia,;
658;yang;
658;mengubah;
658;peruntukan;
658;hutan;
658;juga;
658;manusia,”;
658;ujarnya;
658;kepada;
658;KAGAMA,;
658;belum;
658;lama;
658;ini.;
659;"
Meluasnya";
659;kebakaran;
659;hutan;
659;antara;
659;lain;
659;disebabkan;
659;oleh;
659;adanya;
659;pelaku;
659;yang;
659;sengaja;
659;membakar;
659;hutan;
659;sebagai;
659;upaya;
659;landclearing;
659;namun;
659;tidak;
659;terkendali,;
659;sehingga;
659;meluas;
659;dan;
659;merembet;
659;ke;
659;mana-mana.;
660;"
Selain";
660;itu,;
660;adanya;
660;pengeringan;
660;lahan;
660;gambut;
660;juga;
660;berisiko;
660;menimbulkan;
660;tingkat;
660;kebakaran;
660;yang;
660;tinggi.;
661;"
Dikatakan";
661;oleh;
661;Fiqri,;B-per
661;lahan;
661;gambut;
661;merupakan;
661;salah;
661;satu;
661;fuel;
661;yang;
661;rentan.;
662;"
Sementara";
662;lahan;
662;gambut;
662;itu;
662;juga;
662;kaya;
662;akan;
662;bahan;
662;organik.;
663;"
Baca";
663;juga:;
663;Solusi;
663;Mengurangi;
663;Kerusakan;
663;Hutan;
663;di;
663;Lokasi;
663;Ibu;
663;Kota;
663;Baru;
664;Kebakaran;
664;hutan;
664;dan;
664;lahan;
664;sering;
664;menimbulkan;
664;banyak;
664;pertanyaan.;
665;Mengapa;
665;setiap;
665;tahun;
665;terus;
665;saja;
665;terjadi;
665;karhutla;
665;di;
665;berbagai;
665;tempat;
665;di;
665;seluruh;
665;Indonesia?;B-geo
666;Apakah;
666;tidak;
666;bisa;
666;diantisipasi;
666;sebelum;
666;karhutla;
666;terlanjur;
666;terjadi?;
667;Siapa;
667;yang;
667;harus;
667;bertanggung;
667;jawab;
667;jika;
667;karhutla;
667;terjadi?;
668;Siapa;
668;yang;
668;bertanggung;
668;jawab;
668;mencegah;
668;dan;
668;mengantisipasi;
668;supaya;
668;karhutla;
668;tidak;
668;terjadi?;
669;"
Jawaban";
669;dari;
669;pertanyaan;
669;“siapa;
669;yang;
669;bertanggung;
669;jawab”-;
669;secara;
669;tidak;
669;langsung;
669;semua;
669;tanggung;
669;jawab;
669;dan;
669;kesalahan;
669;dilemparkan;
669;ke;
669;pemerintah,;
669;termasuk;
669;negara;
669;tetangga;
669;penerima;
669;asap;
669;meminta;
669;tanggung;
669;jawab;
669;pemerintah;
669;Indonesia.;B-geo
670;Setelah;
670;sekian;
670;jawaban;
670;dan;
670;argumen,;
670;ujungnya;
670;menyalahkan;
670;musim;
670;atau;
670;iklim;
670;sebagai;
670;kambing;
670;hitam,;
670;dan;
670;juga;
670;masyarakat;
670;–;
670;terutama;
670;masyarakat;
670;adat;
670;yang;
670;sudah;
670;turun-temurun;
670;menggunakan;
670;api;
670;untuk;
670;berladang.;
671;Beberapa;
671;perusahaan;
671;perkebunan;
671;pun;
671;ada;
671;yang;
671;diperkarakan;
671;berkaitan;
671;dengan;
671;kebakaran;
671;hutan[1];
671;"[2]

Lalu";
671;dimana;
671;letak;
671;posisi;
671;masyarakat;
671;dalam;
671;pengendalian;
671;kebakaran;
671;hutan?;
672;Bagaimana;
672;harusnya;
672;partisipasi;
672;masyarakat;
672;atau;
672;partisipasi;
672;publik;
672;yang;
672;bisa;
672;membantu;
672;mencegah;
672;terjadinya;
672;karhutla?;
673;Apakah;
673;dalam;
673;praktiknya;
673;“partisipasi;
673;masyarakat”;
673;sungguh-sungguh;
673;bisa;
673;mencegah;
673;dan;
673;mengatasi;
673;karhutla?;
674;"
Kuasa";
674;Warga;
674;(Citizen;
674;"Power)

Menurut";
674;S.R.;B-per
674;Arnstein;I-per
674;(1969),;
674;partisipasi;
674;warga;
674;adalah;
674;kuasa;
674;warga;
674;(citizen;
674;power).;
675;Ada;
675;3;
675;tingkatan;
675;citizen;
675;power;
675;atau;
675;derajat;
675;kekuatan/kekuasaan;
675;warga;
675;dari;
675;delapan;
675;anak;
675;tangga;
675;partisipasi;
675;warga;
675;yaitu;
675;kemitraan;
675;(partnership),;
675;pendelegasian;
675;kuasa;
675;(delegated;
675;power),;
675;dan;
675;kendali;
675;warga;
675;(citizen;
675;control).;
676;"
Kuasa";
676;atau;
676;kekuatan;
676;warga;
676;atau;
676;citizen;
676;power;
676;adalah;
676;pendistribusian;
676;kuasa/kekuatan;
676;yang;
676;memungkinkan;
676;warga;
676;–;
676;yang;
676;biasanya;
676;tersingkirkan;
676;dari;
676;proses;
676;politik;
676;dan;
676;ekonomi;
676;–;
676;dengan;
676;sengaja;
676;dilibatkan;
676;di;
676;masa;
676;depan.;
677;Kuasa;
677;warga;
677;bisa;
677;membuat;
677;warga;
677;yang;
677;tersingkirkan;
677;dapat;
677;mempengaruhi;
677;reformasi;
677;sosial;
677;atau;
677;kebijakan;
677;yang;
677;membuat;
677;mereka;
677;bisa;
677;mendapatkan;
677;manfaat.;
678;"
Sudah";
678;banyak;
678;penelitian;
678;atau;
678;uraian;
678;atau;
678;diskusi;
678;dan;
678;bahasan;
678;mengenai;
678;partisipasi;
678;warga;
678;kaitannya;
678;dengan;
678;persoalan;
678;kehutanan,;
678;termasuk;
678;dalam;
678;pencegahan;
678;kebakaran;
678;hutan;
678;dan;
678;lahan.;
679;Kebanyakan;
679;pembahasan;
679;partisipasi;
679;warga;
679;dilihat;
679;dari;
679;sudut;
679;pandang;
679;pemilik;
679;kuasa.;
680;Sering;
680;pemilik;
680;kuasa;
680;itu;
680;adalah;
680;pengambil;
680;kebijakan;
680;(pemerintah);
680;atau;
680;perusahaan.;
681;Pembahasan;
681;tidak;
681;sampai;
681;pada;
681;tingkatan;
681;pendelegasian;
681;kuasa;
681;maupun;
681;kendali;
681;warga.;
682;"
Bagaimana";
682;warga;
682;bisa;
682;mendapatkan;
682;kekuatan;
682;atau;
682;kuasa;
682;atau;
682;power?;
683;Jawabannya:;
683;mengakses;
683;power;
683;atau;
683;kekuatan;
683;dari;
683;media;
683;massa.;
684;"
Timanggong";B-per
684;Adrianus;I-per
684;Adam;I-per
684;Tekot[3];I-per
684;dan;
684;anggota;
684;komunitas;
684;masyarakat;
684;adat;
684;Kanayatn;
684;Binua;
684;Sungai;
684;Manur;
684;adalah;
684;salah;
684;satu;
684;contoh;
684;penggunaan;
684;power;
684;melalui;
684;media;
684;massa.;
685;Melalui;
685;pendekatan;
685;tiga;
685;piranti;
685;kekuatan;
685;(tools;
685;of;
685;power);
685;yaitu;
685;agenda;
685;setting,;
685;framing;
685;dan;
685;priming;
685;(Entman,;
685;2007),;
685;komunitas;
685;adat;
685;menetapkan;
685;agenda;
685;(agenda;
685;setting);
685;dalam;
685;menuntut;
685;hak;
685;atas;
685;lahan;
685;adat;
685;yang;
685;telah;
685;berubah;
685;menjadi;
685;perkebunan;
685;sawit,;
685;mendapatkan;
685;akses;
685;ke;
685;RuaiTV,;
685;RuaiTV;
685;membingkai;
685;informasi;
685;dari;
685;komunitas;
685;adat;
685;(framing),;
685;dan;
685;mengirimkan;
685;informasi;
685;berupa;
685;SMS;
685;ke;
685;sejumlah;
685;pejabat;
685;di;
685;Kalimantan;B-geo
685;Barat;I-geo
685;(priming),;
685;hingga;
685;akhirnya;
685;tuntutan;
685;mereka;
685;terpenuhi;
685;di;
685;tahun;B-tim
685;2011.;I-tim
686;"
Bukti";
686;penjabaran;
686;di;
686;atas;
686;menunjukkan;
686;Adrianus;B-per
686;dan;
686;anggota;
686;komunitas;
686;masyarakat;
686;adat;
686;Kanayatn;
686;Binua;
686;Sungai;
686;Manur;
686;berhasil;
686;memaksa;
686;pihak;
686;memenuhi;
686;tuntutannya;
686;melalui;
686;kekuatan;
686;dari;
686;media;
686;massa.;
687;Tentu;
687;saja,;
687;Adrianus;B-per
687;dan;
687;anggota;
687;komunitas;
687;adat;
687;ini;
687;mendapatkan;
687;pelatihan;
687;jurnalisme;
687;warga;
687;sebelum;
687;dapat;
687;mengirimkan;
687;SMS;
687;kepada;
687;RuaiTV.;
688;Pelatihan;
688;ini;
688;diperlukan;
688;agar;
688;masyarakat;
688;mampu;
688;mengartikulasi;
688;dan;
688;menetapkan;
688;agenda;
688;tuntutan;
688;mereka;
688;berdasarkan;
688;fakta.;
689;"
Dyah";B-per
689;Ety;I-per
689;dari;
689;Desa;B-geo
689;Muntialo,;I-geo
689;Kabupaten;I-geo
689;Tanjung;I-geo
689;Jabung;I-geo
689;Barat,;I-geo
689;Provinsi;
689;Jambi,;B-geo
689;sedang;
689;mendokumentasikan;
689;informasi;
689;untuk;
689;dikirim;
689;ke;
689;tim;
689;TempoWitness.;
690;Foto:;
690;©RECOFTC;
690;"Indonesia

TempoWitness

RECOFTC";
690;bersama;
690;dengan;
690;Tempo;
690;mengadakan;
690;serangkaian;
690;pelatihan;
690;dalam;
690;pemantauan;
690;karhutla;
690;oleh;
690;warga;
690;di;
690;tiga;
690;desa,;
690;di;
690;Kabupaten;B-geo
690;Tanjung;I-geo
690;Jabung;I-geo
690;Barat,;I-geo
690;Provinsi;
690;Jambi.;B-geo
691;Tempo;
691;membuka;
691;untuk;
691;warga;
691;tiga;
691;desa;
691;yang;
691;sudah;
691;ikut;
691;pelatihan;
691;mengirimkan;
691;laporan;
691;ke;
691;TempoWitness;
691;(https://witness.tempo.co/).;
692;"
Berbeda";
692;dengan;
692;studi;
692;kasus;
692;komunitas;
692;adat;
692;Kanayatn;
692;Binua;
692;Sungai;
692;Manur,;
692;RECOFTC;
692;dan;
692;Tempo;
692;menargetkan;
692;kelompok;
692;yang;
692;menerima;
692;pelatihan;
692;jurnalisme;
692;warga;
692;adalah;
692;warga;
692;yang;
692;terlibat;
692;langsung;
692;dalam;
692;pemantauan;
692;dan;
692;pengendalian;
692;kebakaran;
692;hutan;
692;namun;
692;tidak;
692;pernah;
692;memberitakan;
692;atau;
692;diberitakan;
692;kegiatan;
692;dan;
692;permasalahan;
692;yang;
692;dihadapi;
692;selama;
692;pengendalian;
692;kebakaran;
692;ini.;
693;RECOFTC;
693;dan;
693;Tempo;
693;mengelompokkan;
693;mereka;
693;sebagai;
693;kelompok;
693;marjinal;
693;dimana;
693;mereka;
693;tidak;
693;diberikan;
693;kesempatan;
693;untuk;
693;menyuarakan;
693;aspirasi;
693;dan;
693;pendapat;
693;dalam;
693;pengendalian;
693;kebakaran.;
694;Kelompok;
694;ini;
694;terdiri;
694;dari;
694;golongan;
694;pemerintah;
694;dan;
694;warga;
694;desa;
694;di;
694;tingkat;
694;tapak.;
695;Diharapkan;
695;aspirasi;
695;dan;
695;pendapat;
695;mereka;
695;lebih;
695;tergaungkan;
695;melalui;
695;media;
695;(TempoWitness);
695;sehingga;
695;publik;
695;lebih;
695;memahami;
695;bahaya;
695;dan;
695;tantangan;
695;yang;
695;dihadapi;
695;oleh;
695;kelompok;
695;yang;
695;‘termarjinalkan’;
695;ini;
695;dalam;
695;pengendalian;
695;karhutla.;
696;"
Menggunakan";
696;aplikasi;
696;TempoWitness,;
696;warga;
696;yang;
696;sudah;
696;mengikuti;
696;pelatihan,;
696;bisa;
696;mengirimkan;
696;laporan;
696;dalam;
696;format;
696;video,;
696;foto,;
696;audio,;
696;dan;
696;teks.;
697;TempoWitness;
697;akan;
697;menayangkan;
697;dan;
697;membagikan;
697;informasi;
697;yang;
697;dikirim;
697;warga;
697;ke;
697;media;
697;sosial.;
698;TempoWitness;
698;memberikan;
698;kekuatan;
698;media;
698;kepada;
698;warga.;
699;"
Tim";
699;RECOFTC;
699;dan;
699;TempoWitness;
699;telah;
699;melatih;
699;20;B-qty
699;warga;I-qty
699;dari;
699;Desa;B-geo
699;Muntialo,;I-geo
699;Desa;B-geo
699;Bram;I-geo
699;Itam;I-geo
699;Raya,;I-geo
699;dan;
699;Bram;B-geo
699;Itam;I-geo
699;Kanan,;I-geo
699;Desember;B-tim
699;2019.;I-tim
700;TempoWitness;
700;sudah;
700;menayangkan;
700;103;B-qty
700;laporan.;I-qty
701;Ada;
701;29;B-qty
701;laporan;I-qty
701;terkait;
701;dengan;
701;kebakaran;
701;hutan;
701;dan;
701;lahan.;
702;"
Sebagai";
702;information;
702;broker;
702;–perantara;
702;informasi–;
702;20;B-qty
702;warga;I-qty
702;tiga;B-qty
702;desa;I-qty
702;itu;
702;belajar;
702;bagaimana;
702;melaporkan;
702;informasi;
702;menggunakan;
702;cara-cara;
702;jurnalis.;
703;Mereka;
703;juga;
703;mendiskusikan;
703;informasi;
703;terkait;
703;karhutla;
703;apa;
703;saja;
703;yang;
703;bisa;
703;mereka;
703;laporkan.;
704;"
Program";
704;RECOFTC;
704;dan;
704;Tempo;
704;ini;
704;memiliki;
704;agenda;
704;setting;
704;bahwa;
704;bahaya;
704;karhutla;
704;dapat;
704;dicegah;
704;dengan;
704;baik;
704;melalui;
704;pembingkaian;
704;narasi;
704;oleh;
704;kelompok;
704;marjinal;
704;ini;
704;bercerita;
704;tentang;
704;penyebab,;
704;kendala;
704;dan;
704;tantangan;
704;yang;
704;dihadapinya.;
705;Warga;
705;mendapatkan;
705;akses;
705;“kuasa”;
705;atau;
705;power;
705;dengan;
705;terhubung;
705;ke;
705;Tempo;
705;dan;
705;publik;
705;secara;
705;luas;
705;memahami;
705;bahaya,;
705;penyebab,;
705;dan;
705;kendala;
705;yang;
705;dihadapi;
705;oleh;
705;kelompok;
705;marjinal;
705;ini.;
706;Tuntutan;
706;yang;
706;diharapkan;
706;tentu;
706;saja;
706;berkenaan;
706;dengan;
706;solusi;
706;atas;
706;akar;
706;permasalahan;
706;dan;
706;penyebab;
706;utama;
706;dari;
706;karhutla.;
707;"
Keilmuan";
707;Warga;
707;(Citizen;
707;"Science)

Penggunaan";
707;telepon;
707;selular;
707;pintar;
707;saat;
707;ini;
707;bukan;
707;hal;
707;yang;
707;baru.;
708;Ponsel;
708;pintar;
708;saat;
708;ini;
708;dilengkapi;
708;dengan;
708;kamera;
708;untuk;
708;mengambil;
708;video;
708;dan;
708;foto,;
708;mikrofon;
708;untuk;
708;merekam;
708;suara,;
708;GPS;
708;(global;
708;positioning;
708;system);
708;menentukan;
708;koordinat,;
708;kompas,;
708;layar;
708;sentuh,;
708;tersambung;
708;ke;
708;jaringan;
708;internet.;
709;Di;
709;dalam;
709;pelatihan;
709;ini,;
709;RECOFTC;
709;juga;
709;memperkenalkan;
709;aplikasi;
709;Forest;
709;Watcher.;
710;"
Aplikasi";
710;seluler;
710;Forest;
710;Watcher;
710;menghadirkan;
710;sistem;
710;pemantauan;
710;dan;
710;peringatan;
710;hutan;
710;secara;
710;daring;
710;yang;
710;dinamis;
710;dari;
710;Global;
710;Forest;
710;Watch.;
711;Aplikasi;
711;ini;
711;mampu;
711;memantau;
711;area;
711;yang;
711;diminati,;
711;meninjau;
711;peringatan;
711;deforestasi;
711;dan;
711;kebakaran,;
711;mengarahkan;
711;ke;
711;titik;
711;bahaya;
711;untuk;
711;penyelidikan,;
711;dan;
711;mengumpulkan;
711;informasi;
711;tentang;
711;apa;
711;yang;
711;Anda;
711;temukan.;
712;Aplikasi;
712;Forest;
712;Watcher;
712;ini;
712;membantu;
712;warga;
712;terhubung;
712;dengan;
712;sains;
712;khususnya;
712;dalam;
712;aspek;
712;deforestasi;
712;dan;
712;kebakaran.;
713;"
Aplikasi";
713;ini;
713;diperkenalkan;
713;dan;
713;diharapkan;
713;dapat;
713;digunakan;
713;oleh;
713;kelompok;
713;pencegahan;
713;dan;
713;penanggulangan;
713;karhutla;
713;seperti;
713;Badan;B-org
713;Penanggulangan;I-geo
713;Bencana;I-geo
713;Daerah;I-geo
713;(BPBD),;I-geo
713;Manggala;B-org
713;Agni,;I-org
713;Kesatuan;B-org
713;Pemangkuan;I-org
713;Hutan;I-org
713;(KPH),;I-org
713;dan;
713;masyarakat;
713;Desa;B-geo
713;Muntialo,;I-geo
713;Bram;I-geo
713;Itam;I-geo
713;Raya,;I-geo
713;serta;
713;Bram;B-geo
713;Itam;I-geo
713;Kanan.;I-geo
714;"
Dengan";
714;menggunakan;
714;aplikasi;
714;Forest;
714;Watcher;
714;ke;
714;dalam;
714;pelaporan;
714;TempoWitness,;
714;diharapkan;
714;warga;
714;dapat;
714;mendokumentasikan;
714;peristiwa,;
714;kondisi,;
714;dan;
714;informasi;
714;penting;
714;lainnya;
714;untuk;
714;kemudian;
714;dikirim;
714;ke;
714;editor;
714;Tempo.;
715;Setelah;
715;laporan;
715;diperiksa,;
715;editor;
715;menayangkannya.;
716;Editor;
716;akan;
716;menyebarkannya;
716;ke;
716;media;
716;sosial;
716;dan;
716;warga;
716;juga;
716;bisa;
716;ikut;
716;menyebarkan;
716;informasi;
716;yang;
716;mereka;
716;kirim.;
717;"
Peran";
717;jurnalisme;
717;warga;
717;seperti;
717;TempoWitness;
717;bisa;
717;dimanfaatkan;
717;bukan;
717;hanya;
717;untuk;
717;memantau;
717;kebakaran;
717;lahan;
717;dan;
717;hutan,;
717;namun;
717;juga;
717;untuk;
717;memantau;
717;berbagai;
717;persoalan;
717;yang;
717;tidak;
717;secara;
717;langsung;
717;berkaitan;
717;dengan;
717;kebakaran;
717;lahan;
717;dan;
717;hutan.;
718;Sebagai;
718;contoh,;
718;ia;
718;dapat;
718;digunakan;
718;untuk;
718;memantau;
718;kondisi;
718;hutan,;
718;satwa;
718;liar,;
718;penebangan;
718;ilegal,;
718;dan;
718;pembukaan;
718;hutan;
718;illegal.;
719;"
Namun,";
719;warga;
719;juga;
719;perlu;
719;diberikan;
719;pemahaman;
719;yang;
719;kuat;
719;berkenaan;
719;dengan;
719;sains/keilmuan;
719;berkenaan;
719;dengan;
719;penyebab;
719;bahaya;
719;kebakaran.;
720;Warga;
720;juga;
720;perlu;
720;dihubungkan;
720;dengan;
720;para;
720;ilmuwan;
720;yang;
720;akan;
720;memproses;
720;dan;
720;menganalisis;
720;data;
720;yang;
720;dikumpulkan;
720;para;
720;informasi;
720;perantara.;
721;Diharapkan,;
721;aplikasi;
721;Forest;
721;Watcher;
721;ini;
721;juga;
721;dapat;
721;menjadi;
721;penghubung;
721;antara;
721;warga;
721;dan;
721;para;
721;ilmuwan.;
722;"
Referensi:

Adinugroho,";
722;W.C.,;
722;I.N.N.;
722;Suryadiputra,;
722;Bambang;
722;Hero;
722;Saharjo,;
722;and;
722;Labueni;
722;Siboro.;
723;2005.;
724;Panduan;
724;Pengendalian;
724;Kebakaran;
724;Hutan;
724;dan;
724;Lahan;
724;Gambut.;
725;Proyek;
725;Climate;
725;Change,;
725;Forests;
725;and;
725;Peatlands;
725;in;
725;Indonesia.;
726;Wetlands;
726;International;
726;–;
726;Indonesia;
726;Programme;
726;dan;
726;Wildlife;
726;Habitat;
726;Canada.;
727;Bogor.;
728;"
Arnstein,";
728;Sherry.;
729;1969.;
730;A;
730;Ladder;
730;of;
730;Citizen;
730;Participation.;
731;Journal;
731;of;
731;the;
731;American;
731;Institute;
731;of;
731;Planners,;
731;Vol.;
732;35,;
732;No.;
732;4:;
732;"216-224

Entman,";
732;Robert;
732;M.;
733;2004.;
734;Projections;
734;of;
734;Power:;
734;Framing;
734;News,;
734;Public;
734;Opinion,;
734;and;
734;US;
734;Foreign;
734;Policy.;
735;Chicago,;
735;IL:;
735;University;
735;of;
735;Chicago;
735;Press.;
736;"
Evayanti,";
736;Tengku;
736;dan;
736;Zulakarnaini.;
737;2014.;
738;Partisipasi;
738;Organisasi;B-org
738;Masyarakat;I-org
738;Peduli;I-org
738;Api;I-org
738;(MPA);I-org
738;terhadap;
738;Pencegahan;
738;dan;
738;Pengendalian;
738;Kebakaran;
738;Hutan;
738;dan;
738;Lahan;
738;di;
738;Kabupaten;
738;Pelalawsn.;
739;Jurnal;
739;Ilmu;
739;Lingkungan,;
739;Vol.;
740;8.;
741;No.;
741;"1

Fadillah,";
741;Nurul,;
741;Sambas;
741;Basuni,;
741;dan;
741;Tutut;
741;Sunarminto.;
742;2016.;
743;Pengendalian;
743;Kebakaran;
743;Hutan;
743;Oleh;
743;Masyarakat;B-org
743;Peduli;I-org
743;Api;I-org
743;(MPA);I-org
743;di;
743;Taman;B-geo
743;Nasional;I-geo
743;Gunung;I-geo
743;Ciremai.;I-geo
744;Media;
744;Konservasi,;
744;Vol.;
745;21.;
746;No.;
746;3:;
746;"216-224

Ferster,";
746;Colin;
746;J.;
747;and;
747;Coops,;
747;Nicholas;
747;C.;
748;2013.;
749;A;
749;review;
749;of;
749;earth;
749;observation;
749;using;
749;mobile;
749;personal;
749;communication;
749;devices.;
750;Computer;
750;&;
750;Geosciences,;
750;51:;
750;"339-349

Pratishast,";
750;A.K.,;
750;M.;
751;Herold,;
